hora,c1_mv,c1_soc,c2_mv,c2_soc,c3_mv,c3_soc,c4_mv,c4_soc,total_mv
16:25:11,3862,66,3749,54,3824,62,3636,43,15071
16:25:12,3862,66,3748,54,3822,62,3635,43,15067
16:25:12,3863,66,3748,54,3823,62,3638,43,15072
16:25:13,3863,66,3748,54,3822,62,3638,43,15071
16:25:13,3863,66,3749,54,3824,62,3638,43,15074
16:25:14,3863,66,3749,54,3823,62,3630,43,15065
16:25:14,3858,65,3745,54,3819,61,3632,43,15054
16:25:15,3858,65,3745,54,3820,62,3636,43,15059
16:25:15,3840,64,3725,52,3798,59,3603,40,14966
16:25:16,3816,61,3706,50,3778,57,3592,39,14892
16:25:16,3792,59,3684,48,3757,55,3575,37,14808
16:25:17,3776,57,3672,47,3744,54,3567,36,14759
16:25:17,3758,55,3655,45,3726,52,3547,34,14686
16:25:18,3725,52,3625,42,3695,49,3524,32,14569
16:25:18,3684,48,3585,38,3655,45,3489,28,14413
16:25:19,3649,44,3557,35,3626,42,3471,27,14303
16:25:19,3644,44,3553,35,3623,42,3467,26,14287
16:25:20,3632,43,3537,33,3609,40,3445,24,14223
16:25:20,3609,40,3520,32,3588,38,3427,22,14144
16:25:21,3602,40,3513,31,3584,38,3425,22,14124
16:25:21,3589,38,3503,30,3570,37,3418,21,14080
16:25:22,3582,38,3496,29,3565,36,3413,21,14056
16:25:22,3581,38,3495,29,3564,36,3416,21,14056
16:25:23,3578,37,3494,29,3560,36,3413,21,14045
16:25:23,3580,38,3495,29,3565,36,3415,21,14055
16:25:24,3578,37,3493,29,3562,36,3414,21,14047
16:25:24,3574,37,3490,29,3559,35,3409,20,14032
16:25:25,3578,37,3494,29,3564,36,3417,21,14053
16:25:25,3584,38,3499,29,3570,37,3419,21,14072
16:25:26,3575,37,3492,29,3558,35,3411,21,14036
16:25:26,3563,36,3478,27,3549,34,3385,18,13975
16:25:27,3557,35,3474,27,3543,34,3394,19,13968
16:25:27,3545,34,3463,26,3531,33,3376,17,13915
16:25:28,3540,34,3459,25,3529,32,3373,17,13901
16:25:28,3537,33,3457,25,3524,32,3362,16,13880
16:25:29,3534,33,3454,25,3523,32,3364,16,13875
16:25:29,3536,33,3458,25,3525,32,3366,16,13885
16:25:30,3535,33,3456,25,3522,32,3360,16,13873
16:25:30,3535,33,3457,25,3524,32,3364,16,13880
16:25:31,3555,35,3476,27,3546,34,3382,18,13959
16:25:31,3564,36,3483,28,3551,35,3384,18,13982
16:25:32,3549,34,3469,26,3536,33,3376,17,13930
16:25:32,3545,34,3464,26,3533,33,3370,17,13912
16:25:33,3535,33,3456,25,3522,32,3358,15,13871
16:25:33,3531,33,3452,25,3518,31,3357,15,13858
16:25:34,3529,32,3450,25,3517,31,3352,15,13848
16:25:34,3516,31,3437,23,3504,30,3345,14,13802
16:25:35,3515,31,3438,23,3506,30,3343,14,13802
16:25:35,3530,33,3453,25,3521,32,3363,16,13867
16:25:36,3527,32,3448,24,3514,31,3353,15,13842
16:25:36,3524,32,3446,24,3512,31,3353,15,13835
16:25:37,3518,31,3440,24,3509,30,3339,13,13806
16:25:37,3519,31,3442,24,3509,30,3346,14,13816
16:25:38,3523,32,3446,24,3514,31,3347,14,13830
16:25:38,3534,33,3457,25,3524,32,3354,15,13869
16:25:39,3540,34,3462,26,3531,33,3358,15,13891
16:25:39,3578,37,3493,29,3566,36,3433,23,14070
16:25:40,3685,48,3602,40,3676,47,3493,29,14456
16:25:40,3732,53,3641,44,3715,51,3505,30,14593
16:25:41,3768,56,3671,47,3742,54,3521,32,14702
16:25:41,3787,58,3683,48,3755,55,3521,32,14746
16:25:42,3797,59,3691,49,3761,56,3528,32,14777
16:25:42,3804,60,3695,49,3766,56,3516,31,14781
16:25:43,3808,60,3698,49,3769,56,3524,32,14799
16:25:43,3812,61,3700,50,3772,57,3521,32,14805
16:25:44,3814,61,3702,50,3774,57,3520,32,14810
16:25:44,3816,61,3704,50,3776,57,3516,31,14812
16:25:45,3818,61,3706,50,3777,57,3522,32,14823
16:25:45,3820,62,3706,50,3779,57,3523,32,14828
16:25:46,3821,62,3708,50,3780,58,3526,32,14835
16:25:46,3822,62,3709,50,3782,58,3524,32,14837
16:25:47,3823,62,3710,51,3783,58,3520,32,14836
16:25:47,3824,62,3711,51,3783,58,3523,32,14841
16:25:48,3825,62,3712,51,3784,58,3521,32,14842
16:25:48,3826,62,3712,51,3785,58,3522,32,14845
16:25:49,3827,62,3712,51,3786,58,3526,32,14851
16:25:49,3827,62,3713,51,3787,58,3514,31,14841
16:25:50,3828,62,3714,51,3787,58,3521,32,14850
16:25:50,3828,62,3714,51,3788,58,3517,31,14847
16:25:51,3828,62,3715,51,3788,58,3516,31,14847
16:25:51,3829,62,3716,51,3790,59,3519,31,14854
16:25:52,3830,63,3715,51,3790,59,3517,31,14852
16:25:52,3830,63,3715,51,3789,58,3511,31,14845
16:25:53,3830,63,3716,51,3789,58,3496,29,14831
16:25:53,3830,63,3717,51,3789,58,3497,29,14833
16:25:54,3830,63,3717,51,3790,59,3495,29,14832
